"","Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","lat","long","Arrest","Emergency.Psych.Eval","Hour","Day"
"6260","2015-00045489",2015-08-05 14:22:00,"SEVENTH ST / POTTER ST","1194",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8515138,-122.2912337,"Not Arrested","No",14,"4"
"6261","2015-00045493",2015-08-05 14:38:00,"2400 BLOCK TELEGRAPH AVE","1194",NA,1,"AF4ION","Asian","F","4","Investigation","Other","No Search",37.8674642,-122.2594219,"Not Arrested","No",14,"4"
"6262","2015-00045497",2015-08-05 15:24:00,"2200 BLOCK SHATTUCK AVE","1194",NA,1,"AF1IWN","Asian","F","1","Investigation","Warning","No Search",37.8692363,-122.2682686,"Not Arrested","No",15,"4"
"6263","2015-00045522",2015-08-05 17:07:00,"1900 BLOCK BLAKE ST","T",NA,1,"OF2TWN","Other","F","2","Traffic","Warning","No Search",37.8624483,-122.2719701,"Not Arrested","No",17,"4"
"6264","2015-00045524",2015-08-05 17:23:00,"FAIRVIEW ST / ADELINE ST","1194","AR",1,"BM4WAS","Black","M","4","Wanted","Arrest","Search",37.8506846,-122.2706115,"Arrested","No",17,"4"
"6265","2015-00045525",2015-08-05 17:25:00,"SAN PABLO AVE / PAGE ST","T","M",1,"OM4RWN","Other","M","4","Reasonable Suscipcion","Warning","No Search",37.8775762,-122.2947998,"Not Arrested","No",17,"4"
"6266","2015-00045532",2015-08-05 18:02:00,"BONAR ST / ALLSTON WAY","T",NA,1,"HM4TWN","Hispanic","M","4","Traffic","Warning","No Search",37.8669549,-122.2869382,"Not Arrested","No",18,"4"
"6267","2015-00045541",2015-08-05 18:29:00,"M L KING JR WAY / BANCROFT WAY","T",NA,1,"OF3TCN","Other","F","3","Traffic","Citation","No Search",37.8669897,-122.2725025,"Not Arrested","No",18,"4"
"6268","2015-00045546",2015-08-05 18:51:00,"MCGEE AVE / WARD ST","1194",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8583712,-122.2756093,"Not Arrested","No",18,"4"
"6269","2015-00045551",2015-08-05 19:41:00,"MILVIA ST / VINE ST","1194",NA,1,"WM4IWN","White","M","4","Investigation","Warning","No Search",37.8799328,-122.2716118,"Not Arrested","No",19,"4"
"6270","2015-00045560",2015-08-05 20:44:00,"FOURTH ST / CEDAR ST","T",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8736575,-122.3018232,"Not Arrested","No",20,"4"
"6271","2015-00045561",2015-08-05 20:49:00,"ELLSWORTH ST / ASHBY AVE","T",NA,1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8559757,-122.2612289,"Not Arrested","No",20,"4"
"6272","2015-00045562",2015-08-05 21:01:00,"CHANNING/BOWDITCH","T",NA,1,"HM3TWS","Hispanic","M","3","Traffic","Warning","Search",37.8672098,-122.2565217,"Not Arrested","No",21,"4"
"6273","2015-00045571",2015-08-05 21:35:00,"UNIVERSITY AVE / NINTH ST","T","M",1,"WM2WWN","White","M","2","Wanted","Warning","No Search",37.8687133,-122.2944035,"Not Arrested","No",21,"4"
"6274","2015-00045573",2015-08-05 21:57:00,"HEARST AVE / SAN PABLO AVE","T",NA,1,"OM3TWN","Other","M","3","Traffic","Warning","No Search",37.8704156,-122.292626,"Not Arrested","No",21,"4"
"6275","2015-00045583",2015-08-05 22:27:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"OM1TAN","Other","M","1","Traffic","Arrest","No Search",37.852157,-122.2866063,"Arrested","No",22,"4"
"6276","2015-00045587",2015-08-05 22:58:00,"2000 BLOCK DURANT AVE","T",NA,1,"AM2TWN","Asian","M","2","Traffic","Warning","No Search",37.8660375,-122.2698541,"Not Arrested","No",22,"4"
"6277","2015-00045589",2015-08-05 23:09:00,"BANCROFT WAY / SAN PABLO AVE","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8646125,-122.2907521,"Not Arrested","No",23,"4"
"6278","2015-00045593",2015-08-05 23:33:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"OM2RCN","Other","M","2","Reasonable Suscipcion","Citation","No Search",37.861106,-122.2894887,"Not Arrested","No",23,"4"
"6279","2015-00045604",2015-08-06 00:16:00,"2100 BLOCK HASTE ST","T",NA,1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8648815,-122.2673891,"Not Arrested","No",0,"5"
"6280","2015-00045612",2015-08-06 00:55:00,"DELAWARE ST / TENTH ST","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8688246,-122.2932768,"Not Arrested","No",0,"5"
"6281","2015-00045622",2015-08-06 03:24:00,"COLLEGE AVE / RUSSELL ST","T",NA,1,"OM3TWN","Other","M","3","Traffic","Warning","No Search",37.8584799,-122.2531821,"Not Arrested","No",3,"5"
"6282","2015-00045637",2015-08-06 07:00:00,"ALLSTON WAY / ACTON ST","T",NA,1,"HM4TWN","Hispanic","M","4","Traffic","Warning","No Search",37.867088,-122.2839068,"Not Arrested","No",7,"5"
"6283","2015-00045646",2015-08-06 08:23:00,"ASHBY AVE / NINTH ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8516144,-122.2893722,"Not Arrested","No",8,"5"
"6284","2015-00045692",2015-08-06 12:40:00,"SAN PABLO AVE / SIXTY-SEVENTH ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8655263,-122.2957456,"Not Arrested","No",12,"5"
"6285","2015-00045695",2015-08-06 13:04:00,"BURNETT ST / SAN PABLO AVE","T",NA,1,"BF3TCN","Black","F","3","Traffic","Citation","No Search",37.8529683,-122.2870076,"Not Arrested","No",13,"5"
"6286","2015-00045697",2015-08-06 13:13:00,"TELEGRAPH AVE / ASHBY AVE","T",NA,1,"AM2TCN","Asian","M","2","Traffic","Citation","No Search",37.856192,-122.2596161,"Not Arrested","No",13,"5"
"6287","2015-00045704",2015-08-06 13:41:00,"TELEGRAPH AVE / BLAKE ST","1194",NA,1,"WM4RWN","White","M","4","Reasonable Suscipcion","Warning","No Search",37.8641557,-122.2585271,"Not Arrested","No",13,"5"
"6288","2015-00045717",2015-08-06 14:21:00,"2100 BLOCK SHATTUCK AVE","1194",NA,1,"WM3RCN","White","M","3","Reasonable Suscipcion","Citation","No Search",37.8711217,-122.2682992,"Not Arrested","No",14,"5"
"6289","2015-00045747",2015-08-06 16:26:00,"37.8693028530001~-122.272234021","1194",NA,1,"BM4RCN","Black","M","4","Reasonable Suscipcion","Citation","No Search",37.8693028530001,-122.272234021,"Not Arrested","No",16,"5"
"6290","2015-00045751",2015-08-06 16:43:00,"2000 BLOCK ALLSTON WAY","1194",NA,1,"WM2RWN","White","M","2","Reasonable Suscipcion","Warning","No Search",37.8686823,-122.2700197,"Not Arrested","No",16,"5"
"6291","2015-00045758",2015-08-06 17:23:00,"80 BLOCK BOLIVAR DR","1196",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8648341,-122.301862,"Not Arrested","No",17,"5"
"6292","2015-00045765",2015-08-06 17:52:00,"CALIFORNIA ST / SIXTY-SECOND ST","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8732056,-122.3040794,"Not Arrested","No",17,"5"
"6293","2015-00045771",2015-08-06 18:26:00,"ASHBY AVE / HILLEGASS AVE","T",NA,1,"BF2IWN","Black","F","2","Investigation","Warning","No Search",37.8567208,-122.2555046,"Not Arrested","No",18,"5"
"6294","2015-00045818",2015-08-06 23:34:00,"ADELINE ST / STUART ST","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8584514,-122.2675355,"Not Arrested","No",23,"5"
"6295","2015-00045841",2015-08-07 05:48:00,"UNIVERSITY AVE / ACTON ST","T",NA,1,"HM4TCN","Hispanic","M","4","Traffic","Citation","No Search",37.8700631,-122.2842597,"Not Arrested","No",5,"6"
"6296","2015-00045843",2015-08-07 05:57:00,"UN/SAC","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",5,"6"
"6297","2015-00045845",2015-08-07 06:38:00,"UN/JEFF","T",NA,1,"AM4TCN","Asian","M","4","Traffic","Citation","No Search",37.8707906,-122.2785481,"Not Arrested","No",6,"6"
"6298","2015-00045854",2015-08-07 07:20:00,"MONTEREY AVE / HOPKINS ST","T",NA,1,"AF4TCN","Asian","F","4","Traffic","Citation","No Search",37.8816783,-122.2819304,"Not Arrested","No",7,"6"
"6299","2015-00045855",2015-08-07 07:35:00,"SHATTUCK AVE / DURANT AVE","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8666989,-122.2676075,"Not Arrested","No",7,"6"
"6300","2015-00045859",2015-08-07 07:41:00,"BLAKE ST / SHATTUCK AVE","T",NA,1,"OF2TWN","Other","F","2","Traffic","Warning","No Search",37.8630812,-122.2671851,"Not Arrested","No",7,"6"
"6301","2015-00045870",2015-08-07 08:41:00,"FOURTH ST / VIRGINIA ST","T",NA,1,"OF4TWN","Other","F","4","Traffic","Warning","No Search",37.8718935,-122.3012573,"Not Arrested","No",8,"6"
"6302","2015-00045948",2015-08-07 15:29:00,"HASTE ST / SHATTUCK AVE","1194",NA,1,"BM2RWN","Black","M","2","Reasonable Suscipcion","Warning","No Search",37.8648936,-122.2674117,"Not Arrested","No",15,"6"
"6303","2015-00045968",2015-08-07 16:23:00,"2100 BLOCK SHATTUCK AVE","1194",NA,1,"BM2RWN","Black","M","2","Reasonable Suscipcion","Warning","No Search",37.8711217,-122.2682992,"Not Arrested","No",16,"6"
"6304","2015-00045985",2015-08-07 17:18:00,"1300 BLOCK SIXTY-SEVENTH ST","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8655263,-122.2957456,"Not Arrested","No",17,"6"
"6305","2015-00045987",2015-08-07 17:37:00,"SIXTY-SECOND ST / DOVER ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8445926,-122.2681287,"Not Arrested","No",17,"6"
"6306","2015-00046022",2015-08-07 19:38:00,"2000 BLOCK CHANNING WAY","T",NA,1,"OF4TWN","Other","F","4","Traffic","Warning","No Search",37.8653523,-122.2697292,"Not Arrested","No",19,"6"
"6307","2015-00046032",2015-08-07 20:10:00,"1600 BLOCK HARMON ST","1194B",NA,1,"BM3IWS","Black","M","3","Investigation","Warning","Search",37.8491053,-122.2757746,"Not Arrested","No",20,"6"
"6308","2015-00046034",2015-08-07 20:24:00,"SACRAMENTO ST / WARD ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8578354,-122.279892,"Not Arrested","No",20,"6"
"6309","2015-00046037",2015-08-07 20:29:00,"TELEGRAPH AVE / DOWLING PL","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8544644,-122.2599701,"Not Arrested","No",20,"6"
"6310","2015-00046040",2015-08-07 20:58:00,"ADELINE ST / WOOLSEY ST","T",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8519295,-122.2700332,"Not Arrested","No",20,"6"
"6311","2015-00046041",2015-08-07 21:05:00,"UNIVERSITY AVE / FIFTH ST","T","P",1,"HM2TAN","Hispanic","M","2","Traffic","Arrest","No Search",37.8676382,-122.2987604,"Arrested","No",21,"6"
"6312","2015-00046042",2015-08-07 21:06:00,"ADELINE ST / EMERSON ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8542335,-122.2692934,"Not Arrested","No",21,"6"
"6313","2015-00046045",2015-08-07 21:13:00,"SIXTY-THIRD ST / MARKET ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",21,"6"
"6314","2015-00046047",2015-08-07 21:16:00,"SAN PABLO AVE / SIXTY-FIFTH ST","T",NA,1,"BM4TWS","Black","M","4","Traffic","Warning","Search",37.8664737,-122.2983845,"Not Arrested","No",21,"6"
"6315","2015-00046048",2015-08-07 21:17:00,"CARLETON ST / M L KING JR WAY","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8606384,-122.271792,"Not Arrested","No",21,"6"
"6316","2015-00046051",2015-08-07 21:29:00,"M L KING JR WAY / PRINCE ST","T",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8524898,-122.2709328,"Not Arrested","No",21,"6"
"6317","2015-00046052",2015-08-07 21:30:00,"UNIVERSITY AVE / W FRONTAGE RD","T",NA,1,"HM4TWN","Hispanic","M","4","Traffic","Warning","No Search",37.8662884,-122.3055014,"Not Arrested","No",21,"6"
"6318","2015-00046053",2015-08-07 21:33:00,"M L KING JR WAY / ADELINE ST","T",NA,1,"BF2TCN","Black","F","2","Traffic","Citation","No Search",37.8510652,-122.2705516,"Not Arrested","No",21,"6"
"6319","2015-00046058",2015-08-07 21:49:00,"2200 BLOCK BONAR ST","T","TOW",1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8669347,-122.2869532,"Not Arrested","No",21,"6"
"6320","2015-00046059",2015-08-07 21:59:00,"SACRAMENTO ST / OREGON ST","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8560377,-122.2795493,"Not Arrested","No",21,"6"
"6321","2015-00046062",2015-08-07 22:24:00,"HEARST AVE / EIGHTH ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.869758,-122.2959331,"Not Arrested","No",22,"6"
"6322","2015-00046064",2015-08-07 22:34:00,"TELEGRAPH AVE / DERBY ST","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8614007,-122.2589916,"Not Arrested","No",22,"6"
"6323","2015-00046078",2015-08-07 23:50:00,"CARLETON ST / SHATTUCK AVE","T",NA,1,"HM3TWN","Hispanic","M","3","Traffic","Warning","No Search",37.8612545,-122.2671221,"Not Arrested","No",23,"6"
"6324","2015-00046080",2015-08-08 00:02:00,"ADELINE ST / WOOLSEY ST","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8519295,-122.2700332,"Not Arrested","No",0,"7"
"6325","2015-00046085",2015-08-08 00:25:00,"SHATTUCK AVE / WARD ST","T",NA,1,"BF3TWN","Black","F","3","Traffic","Warning","No Search",37.8594449,-122.2669553,"Not Arrested","No",0,"7"
"6326","2015-00046087",2015-08-08 00:39:00,"SAN PABLO AVE / SIXTY-FIFTH ST","T",NA,1,"BM4TWS","Black","M","4","Traffic","Warning","Search",37.8664737,-122.2983845,"Not Arrested","No",0,"7"
"6327","2015-00046088",2015-08-08 00:40:00,"CARRISON ST / ACTON ST","1194B",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8524075,-122.2812206,"Not Arrested","No",0,"7"
"6328","2015-00046093",2015-08-08 00:59:00,"37.8474718640888~-122.29807683547","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8474718640888,-122.29807683547,"Not Arrested","No",0,"7"
"6329","2015-00046094",2015-08-08 01:04:00,"37.8532107497425~-122.29714472956","1194",NA,1,"WM4IWS","White","M","4","Investigation","Warning","Search",37.8532107497425,-122.29714472956,"Not Arrested","No",1,"7"
"6330","2015-00046095",2015-08-08 01:08:00,"STANFORD AVE / MARKET ST","1196",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8444436,-122.2751543,"Not Arrested","No",1,"7"
"6331","2015-00046096",2015-08-08 01:10:00,"ELLIS ST / HARMON ST","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8491174,-122.2757973,"Not Arrested","No",1,"7"
"6332","2015-00046098",2015-08-08 01:37:00,"M L KING JR WAY / HEARST AVE","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.873328,-122.273212,"Not Arrested","No",1,"7"
"6333","2015-00046099",2015-08-08 01:45:00,"ALCATRAZ AVE / IDAHO ST","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8474242,-122.2813337,"Not Arrested","No",1,"7"
"6334","2015-00046107",2015-08-08 02:14:00,"66/HOLLIS","T",NA,1,"AM3TWN","Asian","M","3","Traffic","Warning","No Search",37.8478226,-122.2918317,"Not Arrested","No",2,"7"
"6335","2015-00046108",2015-08-08 02:20:00,"ALC/BAKE","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",2,"7"
"6336","2015-00046109",2015-08-08 02:26:00,"GRAY/SP","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",2,"7"
"6337","2015-00046113",2015-08-08 02:42:00,"ASH/SP","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8541636,-122.2721859,"Not Arrested","No",2,"7"
"6338","2015-00046118",2015-08-08 03:13:00,"BERKE/ACT","T",NA,1,"WF2TWN","White","F","2","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",3,"7"
"6339","2015-00046120",2015-08-08 03:37:00,"FRANCISCO ST / CHESTNUT ST","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8732019,-122.2884491,"Not Arrested","No",3,"7"
"6340","2015-00046122",2015-08-08 03:54:00,"DWIGHT WY/SHATTUCK","1194B",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8639703,-122.2674259,"Not Arrested","No",3,"7"
"6341","2015-00046134",2015-08-08 07:02:00,"1100 BLOCK GILMAN ST","1194",NA,1,"AF4ICN","Asian","F","4","Investigation","Citation","No Search",37.8804554,-122.2954654,"Not Arrested","No",7,"7"
"6342","2015-00046137",2015-08-08 07:16:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"HM4TCN","Hispanic","M","4","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",7,"7"
"6343","2015-00046138",2015-08-08 07:36:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"BM2TCN","Black","M","2","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",7,"7"
"6344","2015-00046141",2015-08-08 07:52:00,"ASHBY AVE / NINTH ST","T",NA,1,"HF3TCN","Hispanic","F","3","Traffic","Citation","No Search",37.8516144,-122.2893722,"Not Arrested","No",7,"7"
"6345","2015-00046142",2015-08-08 08:04:00,"ASHBY AVE / NINTH ST","T",NA,1,"BF2TCN","Black","F","2","Traffic","Citation","No Search",37.8516144,-122.2893722,"Not Arrested","No",8,"7"
"6346","2015-00046145",2015-08-08 08:13:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",8,"7"
"6347","2015-00046147",2015-08-08 08:27:00,"NINTH ST / ASHBY AVE","T",NA,1,"AM3TCN","Asian","M","3","Traffic","Citation","No Search",37.8516144,-122.2893722,"Not Arrested","No",8,"7"
"6348","2015-00046148",2015-08-08 08:38:00,"ASHBY AVE / SEVENTH ST","T",NA,1,"HM3TCN","Hispanic","M","3","Traffic","Citation","No Search",37.8510182,-122.2910929,"Not Arrested","No",8,"7"
"6349","2015-00046152",2015-08-08 08:52:00,"ASHBY AVE / NINTH ST","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8516144,-122.2893722,"Not Arrested","No",8,"7"
"6350","2015-00046196",2015-08-08 14:09:00,"SAN PABLO AVE / DWIGHT WAY","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.861106,-122.2894887,"Not Arrested","No",14,"7"
"6351","2015-00046206",2015-08-08 15:10:00,"SAN PAB/DWI","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.861106,-122.2894887,"Not Arrested","No",15,"7"
"6352","2015-00046209",2015-08-08 15:27:00,"37.8693028530001~-122.272234021","1194","P",1,"BM4RAS","Black","M","4","Reasonable Suscipcion","Arrest","Search",37.8693028530001,-122.272234021,"Arrested","No",15,"7"
"6353","2015-00046232",2015-08-08 17:38:00,"TELEGRAPH AVE / STUART ST","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8595432,-122.2592466,"Not Arrested","No",17,"7"
"6354","2015-00046241",2015-08-08 19:00:00,"M L KING JR WAY / BANCROFT WAY","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8669897,-122.2725025,"Not Arrested","No",19,"7"
"6355","2015-00046247",2015-08-08 19:24:00,"SHATTUCK AVE / BLAKE ST","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8630812,-122.2671851,"Not Arrested","No",19,"7"
"6356","2015-00046248",2015-08-08 19:26:00,"PARKER ST / SHATTUCK AVE","T",NA,1,"HF2TWN","Hispanic","F","2","Traffic","Warning","No Search",37.8621674,-122.2670845,"Not Arrested","No",19,"7"
"6357","2015-00046249",2015-08-08 19:27:00,"UNIVERSITY AVE / ACTON ST","T",NA,1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8700631,-122.2842597,"Not Arrested","No",19,"7"
"6358","2015-00046249",2015-08-08 19:27:00,"UNIVERSITY AVE / ACTON ST","T",NA,2,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8700631,-122.2842597,"Not Arrested","No",19,"7"
"6359","2015-00046257",2015-08-08 20:02:00,"61ST ST / MARKET ST","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8453847,-122.2760649,"Not Arrested","No",20,"7"
"6360","2015-00046258",2015-08-08 20:13:00,"6500 BLOCK TELEGRAPH AVE","1194",NA,1,"BF4IWN","Black","F","4","Investigation","Warning","No Search",37.8510476,-122.2603794,"Not Arrested","No",20,"7"
"6361","2015-00046259",2015-08-08 20:13:00,"61ST ST / M L KING JR WAY","T",NA,1,"WF3TWN","White","F","3","Traffic","Warning","No Search",37.8460619,-122.2708551,"Not Arrested","No",20,"7"
"6362","2015-00046268",2015-08-08 21:00:00,"60TH ST / M L KING JR WAY","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8451719,-122.2706746,"Not Arrested","No",21,"7"
"6363","2015-00046281",2015-08-08 21:57:00,"STUART ST / ADELINE ST","T",NA,1,"BF2TCN","Black","F","2","Traffic","Citation","No Search",37.8584514,-122.2675355,"Not Arrested","No",21,"7"
"6364","2015-00046284",2015-08-08 22:14:00,"SHATTUCK AVE / OREGON ST","T",NA,1,"WF2TWN","White","F","2","Traffic","Warning","No Search",37.8576334,-122.2667994,"Not Arrested","No",22,"7"
"6365","2015-00046289",2015-08-08 22:26:00,"ASHBY AVE / SAN PABLO AVE","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.852157,-122.2866063,"Not Arrested","No",22,"7"
"6366","2015-00046291",2015-08-08 22:37:00,"RUSSELL ST / FULTON ST","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8571079,-122.2637692,"Not Arrested","No",22,"7"
"6367","2015-00046301",2015-08-08 23:55:00,"SAN P/ASH","T",NA,1,"WF3TWN","White","F","3","Traffic","Warning","No Search",37.852157,-122.2866063,"Not Arrested","No",23,"7"
"6368","2015-00046303",2015-08-09 00:16:00,"DWIGHT WAY / SPAULDING AVE","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8623331,-122.2800556,"Not Arrested","No",0,"1"
