Incident Number,Call Date/Time,Location,Incident Type,Dispositions
2015-00073044,12/16/2015 12:15:00 AM,SAN PABLO AVE / BANCROFT WAY,T,BM2TWN
2015-00072897,12/15/2015 12:36:00 PM,SAN PABLO AVE / BANCROFT WAY,T,BM4TCN
2015-00070046,11/30/2015 09:40:00 PM,SAN PABLO AVE / BANCROFT WAY,T,BM3TWN
2015-00069553,11/27/2015 10:19:00 PM,SAN PABLO AVE / BANCROFT WAY,T,BM2TWN
2015-00069379,11/26/2015 11:44:00 PM,SAN PABLO AVE / BANCROFT WAY,T,"AR, BM3TAS, M, P"
2015-00067571,11/17/2015 12:31:00 PM,SAN PABLO AVE / BANCROFT WAY,T,BF4TCN
2015-00066175,11/09/2015 11:52:00 PM,SAN PABLO AVE / BANCROFT WAY,T,P
2015-00065562,11/06/2015 09:28:00 PM,SAN PABLO AVE / BANCROFT WAY,T,WM4TWN
2015-00075850,12/30/2015 11:24:00 PM,SAN PABLO AVE / BURNETT ST,T,BM2TWN
2015-00074801,12/24/2015 11:09:00 PM,SAN PABLO AVE / BURNETT ST,T,BM2TWN
2015-00073749,12/19/2015 12:01:00 AM,SAN PABLO AVE / BURNETT ST,T,AF2TWN
2015-00073537,12/17/2015 11:18:00 PM,SAN PABLO AVE / BURNETT ST,T,HM2TWN
2015-00066824,11/13/2015 12:09:00 PM,SAN PABLO AVE / BURNETT ST,T,WM4TCN
2015-00064970,11/03/2015 09:14:00 PM,SAN PABLO AVE / BURNETT ST,T,BF4TWN
2015-00073691,12/18/2015 07:55:00 PM,SAN PABLO AVE / CARLETON ST,T,OM3TWN
2015-00066516,11/11/2015 08:28:00 PM,SAN PABLO AVE / CARLETON ST,T,OM3TWN
2015-00064850,11/03/2015 11:44:00 AM,SAN PABLO AVE / CARLETON ST,T,HM2TWN
2015-00075777,12/30/2015 04:23:00 PM,SAN PABLO AVE / CEDAR ST,T,HM2TWN
2015-00067864,11/18/2015 06:14:00 PM,SAN PABLO AVE / CEDAR ST,T,HF3TWN
2015-00074456,12/22/2015 06:37:00 PM,SAN PABLO AVE / CHANNING WAY,1196,HM2TWN
2015-00073769,12/19/2015 01:41:00 AM,SAN PABLO AVE / CHANNING WAY,T,BM4TWN
2015-00073538,12/17/2015 11:20:00 PM,SAN PABLO AVE / CHANNING WAY,T,HM2TWN
2015-00070358,12/02/2015 01:04:00 PM,SAN PABLO AVE / CHANNING WAY,T,AF2TCN
2015-00065328,11/05/2015 05:28:00 PM,SAN PABLO AVE / CHANNING WAY,T,WM4TWN
2015-00064985,11/03/2015 11:08:00 PM,SAN PABLO AVE / CHANNING WAY,T,WF3TWN
2015-00074967,12/26/2015 02:29:00 AM,SAN PABLO AVE / CHAUCER ST,T,BM4TWN
2015-00069363,11/26/2015 09:34:00 PM,SAN PABLO AVE / CHAUCER ST,T,WM4TWN
2015-00073916,12/19/2015 08:10:00 PM,SAN PABLO AVE / COWPER ST,T,WM2TWN
2015-00073893,12/19/2015 06:27:00 PM,SAN PABLO AVE / COWPER ST,T,BM2TCS
2015-00071065,12/05/2015 10:34:00 PM,SAN PABLO AVE / DELAWARE ST,T,"HM3TWS, HM2TWS"
2015-00071062,12/05/2015 10:03:00 PM,SAN PABLO AVE / DELAWARE ST,T,BM2TWN
2015-00069808,11/29/2015 03:04:00 PM,SAN PABLO AVE / DELAWARE ST,T,BM4TWN
2015-00066980,11/14/2015 03:54:00 AM,SAN PABLO AVE / DELAWARE ST,T,BM4TWN
2015-00066542,11/11/2015 10:24:00 PM,SAN PABLO AVE / DELAWARE ST,T,OF4TWN
2015-00071322,12/07/2015 01:40:00 PM,SAN PABLO AVE / DERBY ST,T,BM1TOS
2015-00066505,11/11/2015 07:17:00 PM,SAN PABLO AVE / DERBY ST,T,HM4TCN
2015-00076023,12/31/2015 10:25:00 PM,SAN PABLO AVE / DWIGHT WAY,1194B,WM3TWN
2015-00069555,11/27/2015 10:27:00 PM,SAN PABLO AVE / DWIGHT WAY,T,WM4TWN
2015-00067488,11/16/2015 11:44:00 PM,SAN PABLO AVE / FOLGER AVE,T,BM2TCS
2015-00066510,11/11/2015 07:41:00 PM,SAN PABLO AVE / FOLGER AVE,T,WF2TWN
2015-00074968,12/26/2015 02:35:00 AM,SAN PABLO AVE / FRANCISCO ST,1194B,AM2TWN
2015-00074677,12/24/2015 12:19:00 AM,SAN PABLO AVE / FRANCISCO ST,1194B,OM4TWS
2015-00069392,11/27/2015 01:09:00 AM,SAN PABLO AVE / FRANCISCO ST,T,BM2TWN
2015-00066408,11/11/2015 09:12:00 AM,SAN PABLO AVE / FRANCISCO ST,T,BF4TCN
2015-00066002,11/09/2015 03:27:00 AM,SAN PABLO AVE / FRANCISCO ST,T,AM4TWN
2015-00065986,11/09/2015 02:14:00 AM,SAN PABLO AVE / GRAYSON ST,1194B,BM2TWN
2015-00073739,12/18/2015 11:18:00 PM,SAN PABLO AVE / GRAYSON ST,T,OM2TWN
2015-00071059,12/05/2015 09:52:00 PM,SAN PABLO AVE / GRAYSON ST,T,WM4TWN
2015-00069329,11/26/2015 04:37:00 PM,SAN PABLO AVE / GRAYSON ST,T,BM3TCN
2015-00067658,11/17/2015 05:57:00 PM,SAN PABLO AVE / GRAYSON ST,T,HM3TWN
2015-00065770,11/07/2015 09:56:00 PM,SAN PABLO AVE / GRAYSON ST,T,WM2TWN
2015-00066984,11/14/2015 04:12:00 AM,SAN PABLO AVE / HARRISON ST,1194,BM2RWN
2015-00068531,11/22/2015 12:53:00 AM,SAN PABLO AVE / HASKELL ST,T,P
2015-00076033,12/31/2015 10:50:00 PM,SAN PABLO AVE / HEARST AVE,T,BM2TWN
2015-00073937,12/19/2015 09:39:00 PM,SAN PABLO AVE / HEARST AVE,T,M
2015-00073929,12/19/2015 09:24:00 PM,SAN PABLO AVE / HEARST AVE,T,BM3TWN
2015-00073143,12/16/2015 12:02:00 PM,SAN PABLO AVE / HEARST AVE,T,WF2TCN
2015-00065371,11/05/2015 10:09:00 PM,SAN PABLO AVE / JONES ST,1194,WM4TWN
2015-00065180,11/04/2015 10:49:00 PM,SAN PABLO AVE / JONES ST,T,HM2TWN
2015-00072074,12/11/2015 01:43:00 AM,SAN PABLO AVE / MURRAY ST,T,"AR, WF2TCS, P"
2015-00067548,11/17/2015 10:48:00 AM,SAN PABLO AVE / MURRAY ST,T,BM4TCN
2015-00065796,11/08/2015 12:00:00 AM,SAN PABLO AVE / MURRAY ST,T,BM4TWN
2015-00071324,12/07/2015 01:47:00 PM,SAN PABLO AVE / OREGON ST,T,AF1WON
2015-00074963,12/26/2015 01:17:00 AM,SAN PABLO AVE / PAGE ST,1194B,M
2015-00075818,12/30/2015 09:20:00 PM,SAN PABLO AVE / PAGE ST,T,BF2TWN
2015-00071673,12/09/2015 12:59:00 AM,SAN PABLO AVE / PARDEE ST,T,BM3TWN
2015-00066170,11/09/2015 11:42:00 PM,SAN PABLO AVE / PARDEE ST,T,BF2TWN
2015-00075836,12/30/2015 10:26:00 PM,SAN PABLO AVE / PARKER ST,1194B,"FC, BM3TWS"
2015-00075455,12/28/2015 07:52:00 PM,SAN PABLO AVE / PARKER ST,1194B,"HM4TAS, P"
2015-00073547,12/18/2015 12:29:00 AM,SAN PABLO AVE / PARKER ST,T,WF2TWN
2015-00073170,12/16/2015 01:15:00 PM,SAN PABLO AVE / PARKER ST,T,WM2TCN
2015-00065713,11/07/2015 05:07:00 PM,SAN PABLO AVE / PARKER ST,T,"WM2TWN, HF2TWN"
2015-00064964,11/03/2015 09:02:00 PM,SAN PABLO AVE / PARKER ST,T,BM4TWN
2015-00066433,11/11/2015 12:04:00 PM,SAN PABLO AVE / UNIVERSITY AVE,1194,WM4TCN
2015-00076028,12/31/2015 10:39:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,WM3TWN
2015-00075847,12/30/2015 11:16:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,OM1TWN
2015-00075553,12/29/2015 11:46:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,BM3TCN
2015-00075334,12/28/2015 11:09:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,AM4TCN
2015-00075281,12/28/2015 12:59:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,BF2TWN
2015-00075059,12/26/2015 06:14:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,WM2TWN
2015-00073544,12/18/2015 12:24:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,WF3TWN
2015-00073534,12/17/2015 11:05:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,HM3TWN
2015-00073213,12/16/2015 03:31:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,HM2WAS
2015-00073167,12/16/2015 01:05:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,OM4TCN
2015-00071935,12/10/2015 11:37:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,WF3TCN
2015-00071814,12/09/2015 06:33:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,HM2TWN
2015-00070278,12/02/2015 12:46:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,P
2015-00069377,11/26/2015 11:33:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,BM4TWN
2015-00068521,11/22/2015 12:10:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,HM4TWN
2015-00068481,11/21/2015 08:04:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,"BF2KOS, TOW, IN, BM2TCS"
2015-00066572,11/12/2015 01:31:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,HM4TWN
2015-00066228,11/10/2015 10:46:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,HM3TCN
2015-00066224,11/10/2015 09:58:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,HM2TCN
2015-00070025,11/30/2015 06:48:00 PM,SAN PABLO AVE / VIRGINIA ST,T,OM2TWN
2015-00069758,11/29/2015 03:24:00 AM,SAN PABLO AVE / VIRGINIA ST,T,OM4TWS
2015-00066957,11/14/2015 12:30:00 AM,SAN PABLO AVE / VIRGINIA ST,T,OF2TWN
2015-00073266,12/16/2015 07:16:00 PM,SAN PABLO AVE / WARD ST,T,BF4TWN
2015-00067829,11/18/2015 03:14:00 PM,SAN PABLO AVE / WARD ST,T,P
2015-00075200,12/27/2015 05:09:00 PM,SAN PABLO AVE /CARLETON ST,T,WM2TWN
2015-00071440,12/07/2015 11:36:00 PM,SANTA BARBARA RD / MONTROSE RD,T,WF2TWN
2015-00073503,12/17/2015 07:39:00 PM,SEAWALL DR / UNIVERSITY AVE,1196,"HF2RWN, HM2RWN, M"
2015-00070678,12/04/2015 01:39:00 AM,SEAWALL DR / UNIVERSITY AVE,1196,"BF2TWS, BM2TWS"
2015-00069579,11/28/2015 12:20:00 AM,SEAWALL DR / UNIVERSITY AVE,1196,AM2IWS
2015-00069574,11/27/2015 11:59:00 PM,SEAWALL DR / UNIVERSITY AVE,1196,IN
2015-00073927,12/19/2015 09:15:00 PM,SEAWALL DR / UNIVERSITY AVE,T,"WM2TWS, HM2TWS, BM2TWS"
2015-00065988,11/09/2015 02:19:00 AM,SEAWALL DR/UNIVERSITY AVE,1196,BM4RWN
2015-00072960,12/15/2015 04:50:00 PM,SEAWALL DRIVE/UNIVERSITY AVE,T,P
2015-00074956,12/26/2015 12:11:00 AM,SECOND ST / CAMELIA ST,1194B,0
2015-00073588,12/18/2015 08:40:00 AM,SECOND ST / CEDAR ST,1196,"AR, P"
2015-00070849,12/04/2015 09:38:00 PM,SECOND ST / CEDAR ST,1196,"WF4RWN, WM3RWN"
2015-00067146,11/14/2015 11:30:00 PM,SECOND ST / UNIVERSITY AVE,1196,AM3IWN
2015-00068534,11/22/2015 01:02:00 AM,SEVENTH ST / ADDISON ST,1194B,
2015-00065994,11/09/2015 02:51:00 AM,SEVENTH ST / ADDISON ST,1196,M
2015-00073392,12/17/2015 10:21:00 AM,SEVENTH ST / ADDISON ST,T,WF2TCN
2015-00070207,12/01/2015 05:14:00 PM,SEVENTH ST / ADDISON ST,T,"HM2KWS, M"
2015-00070192,12/01/2015 04:30:00 PM,SEVENTH ST / ADDISON ST,T,"HM2KWS, M"
2015-00065324,11/05/2015 05:11:00 PM,SEVENTH ST / ADDISON ST,T,OM4TWN
2015-00070305,12/02/2015 08:48:00 AM,SEVENTH ST / ALLSTON WAY,T,WM4TCN
2015-00075900,12/31/2015 09:57:00 AM,SEVENTH ST / ANTHONY ST,T,WF3TCN
2015-00073108,12/16/2015 10:01:00 AM,SEVENTH ST / ANTHONY ST,T,WM3TCN
2015-00072015,12/10/2015 06:00:00 PM,SEVENTH ST / ANTHONY ST,T,HM3TCN
2015-00070715,12/04/2015 10:26:00 AM,SEVENTH ST / ANTHONY ST,T,WM4TCN
2015-00068782,11/23/2015 02:26:00 PM,SEVENTH ST / ANTHONY ST,T,WM4TCN
2015-00067545,11/17/2015 10:22:00 AM,SEVENTH ST / ANTHONY ST,T,BM2TCN
2015-00065322,11/05/2015 04:59:00 PM,SEVENTH ST / ANTHONY ST,T,WM3TCN
2015-00065320,11/05/2015 04:49:00 PM,SEVENTH ST / ANTHONY ST,T,WM4TCN
2015-00076001,12/31/2015 08:54:00 PM,SEVENTH ST / ASHBY AVE,T,HF3TWN
2015-00075730,12/30/2015 11:53:00 AM,SEVENTH ST / ASHBY AVE,T,BM2TCN
2015-00075724,12/30/2015 11:29:00 AM,SEVENTH ST / ASHBY AVE,T,WM4TCN
2015-00075700,12/30/2015 09:03:00 AM,SEVENTH ST / ASHBY AVE,T,BF3TCS
2015-00075697,12/30/2015 08:52:00 AM,SEVENTH ST / ASHBY AVE,T,WM4TCN
2015-00072900,12/15/2015 12:46:00 PM,SEVENTH ST / ASHBY AVE,T,WF3RCS
2015-00071547,12/08/2015 01:01:00 PM,SEVENTH ST / ASHBY AVE,T,WF4TWN
2015-00067586,11/17/2015 01:37:00 PM,SEVENTH ST / ASHBY AVE,T,WM2TCN
2015-00067582,11/17/2015 01:28:00 PM,SEVENTH ST / ASHBY AVE,T,OM4TCN
2015-00067536,11/17/2015 09:46:00 AM,SEVENTH ST / ASHBY AVE,T,HM2TCS
2015-00067535,11/17/2015 09:36:00 AM,SEVENTH ST / ASHBY AVE,T,WM2TCN
2015-00067871,11/18/2015 06:53:00 PM,SEVENTH ST / DWIGHT WAY,T,WM4TWN
2015-00065831,11/08/2015 04:23:00 AM,SEVENTH ST / DWIGHT WAY,T,WM2TWS
2015-00075882,12/31/2015 09:01:00 AM,SEVENTH ST / FOLGER AVE,1194,M
2015-00073451,12/17/2015 03:19:00 PM,SEVENTH ST / FOLGER AVE,T,BM4TCN
2015-00073111,12/16/2015 10:10:00 AM,SEVENTH ST / FOLGER AVE,T,OM4TCN
2015-00071540,12/08/2015 12:41:00 PM,SEVENTH ST / FOLGER AVE,T,WM4TCN
2015-00070363,12/02/2015 01:20:00 PM,SEVENTH ST / FOLGER AVE,T,WF4TCN
2015-00070326,12/02/2015 10:14:00 AM,SEVENTH ST / FOLGER AVE,T,WM2TCN
2015-00070221,12/01/2015 06:06:00 PM,SEVENTH ST / GRAYSON ST,T,HM3TWN
2015-00070056,11/30/2015 11:03:00 PM,SEVENTH ST / HEINZ AVE,T,BM4TWN
2015-00068668,11/22/2015 09:07:00 PM,SEVENTH ST / HEINZ AVE,T,HM4TWN
2015-00065602,11/07/2015 01:03:00 AM,SEVENTH ST / HEINZ AVE,T,BF4TWN
2015-00064822,11/03/2015 08:59:00 AM,SEVENTH ST / HEINZ AVE,T,WM3TCN
2015-00072351,12/12/2015 11:06:00 AM,SEVENTH ST / MURRAY ST,T,BM4TCN
2015-00071553,12/08/2015 01:29:00 PM,SEVENTH ST / MURRAY ST,T,WM4TCN
2015-00073553,12/18/2015 01:34:00 AM,SEVENTH ST / PARDEE ST,T,WF3TWN
2015-00073350,12/17/2015 04:01:00 AM,SEVENTH ST / PARDEE ST,T,"OM4TWN, M"
2015-00070895,12/05/2015 01:00:00 AM,SEVENTH ST / PARKER ST,T,"BF4KOS, BF2IOS, BM4KOS, BM2TWS"
2015-00070324,12/02/2015 10:02:00 AM,SEVENTH ST / PARKER ST,T,WM4TCN
2015-00069577,11/28/2015 12:15:00 AM,SEVENTH ST / PARKER ST,T,WM2TWN
2015-00075727,12/30/2015 11:42:00 AM,SEVENTH ST / POTTER ST,T,HM3TCN
2015-00075726,12/30/2015 11:40:00 AM,SEVENTH ST / POTTER ST,T,BM4TCN
2015-00075725,12/30/2015 11:31:00 AM,SEVENTH ST / POTTER ST,T,WM3TCN
2015-00073389,12/17/2015 10:06:00 AM,SEVENTH ST / POTTER ST,T,OM4TCN
2015-00072887,12/15/2015 12:14:00 PM,SEVENTH ST / POTTER ST,T,WM4TCN
2015-00071707,12/09/2015 10:57:00 AM,SEVENTH ST / POTTER ST,T,WM4TCN
2015-00071542,12/08/2015 12:50:00 PM,SEVENTH ST / POTTER ST,T,BF3RCN
2015-00068897,11/24/2015 06:52:00 AM,SEVENTH ST / POTTER ST,T,WM4TCN
2015-00068889,11/24/2015 05:19:00 AM,SEVENTH ST / POTTER ST,T,BF4TCN
2015-00068695,11/23/2015 12:15:00 AM,SEVENTH ST / UNIVERSITY AVE,1194,WM2TWS
2015-00068536,11/22/2015 01:06:00 AM,SEVENTH ST / UNIVERSITY AVE,1196,BM4IWS
2015-00075448,12/28/2015 07:02:00 PM,SEVENTH ST / UNIVERSITY AVE,T,"WM2TWN, M"
2015-00069264,11/26/2015 01:18:00 AM,SEVENTH ST / UNIVERSITY AVE,T,BM2TWN
2015-00068880,11/24/2015 02:14:00 AM,SEVENTH ST / UNIVERSITY AVE,T,BF2TWN
2015-00071766,12/09/2015 02:23:00 PM,SHATTUCK AVE / ADDISON ST,1194,M
2015-00065955,11/08/2015 09:32:00 PM,SHATTUCK AVE / ADDISON ST,1194,"HF3RCN, HF2RCN"
2015-00075250,12/27/2015 09:22:00 PM,SHATTUCK AVE / ADDISON ST,T,BF4TWN
2015-00073500,12/17/2015 07:14:00 PM,SHATTUCK AVE / ADDISON ST,T,M
2015-00070067,11/30/2015 11:55:00 PM,SHATTUCK AVE / ADDISON ST,T,HM3TWN
2015-00065981,11/09/2015 02:00:00 AM,SHATTUCK AVE / ADDISON ST,T,BF3TWN
2015-00065973,11/09/2015 12:40:00 AM,SHATTUCK AVE / ADDISON ST,T,"AR, HM2TAS, P"
2015-00065804,11/08/2015 12:22:00 AM,SHATTUCK AVE / ADDISON ST,T,AM1TWN
2015-00068963,11/24/2015 01:38:00 PM,SHATTUCK AVE / ALLSTON WAY,1194,"MH, M"
2015-00066698,11/12/2015 05:25:00 PM,SHATTUCK AVE / ALLSTON WAY,1194,P
2015-00066697,11/12/2015 05:23:00 PM,SHATTUCK AVE / ALLSTON WAY,1194,P
2015-00066674,11/12/2015 03:52:00 PM,SHATTUCK AVE / ALLSTON WAY,1194,P
2015-00069554,11/27/2015 10:27:00 PM,SHATTUCK AVE / ALLSTON WAY,T,BM3TWN
2015-00075936,12/31/2015 01:37:00 PM,SHATTUCK AVE / ASHBY AVE,1194,MH
2015-00069680,11/28/2015 03:39:00 PM,SHATTUCK AVE / ASHBY AVE,1194,AR
2015-00068282,11/20/2015 09:05:00 PM,SHATTUCK AVE / ASHBY AVE,T,BF2TWS
2015-00067522,11/17/2015 08:27:00 AM,SHATTUCK AVE / ASHBY AVE,T,WF4TCN
2015-00071754,12/09/2015 01:33:00 PM,SHATTUCK AVE / BANCROFT WAY,T,BM2TCN
2015-00071746,12/09/2015 01:00:00 PM,SHATTUCK AVE / BANCROFT WAY,T,OF4TCN
2015-00071738,12/09/2015 12:42:00 PM,SHATTUCK AVE / BANCROFT WAY,T,AF2ROS
2015-00066451,11/11/2015 01:16:00 PM,SHATTUCK AVE / BERKELEY WAY,T,BM3TCN
2015-00067696,11/17/2015 09:50:00 PM,SHATTUCK AVE / BLAKE ST,T,M
2015-00067573,11/17/2015 12:54:00 PM,SHATTUCK AVE / BLAKE ST,T,"WF3TCN, BF3TCN"
2015-00067495,11/17/2015 01:06:00 AM,SHATTUCK AVE / BLAKE ST,T,AM4TWN
2015-00065316,11/05/2015 04:35:00 PM,SHATTUCK AVE / BLAKE ST,T,BM4TWN
2015-00069542,11/27/2015 08:58:00 PM,SHATTUCK AVE / CARLETON ST,1194,"WM4IWN, M"
2015-00069868,11/29/2015 08:35:00 PM,SHATTUCK AVE / CEDAR ST,T,WM4TWN
2015-00075089,12/26/2015 09:18:00 PM,SHATTUCK AVE / CENTER ST,1194,AR
2015-00074926,12/25/2015 08:33:00 PM,SHATTUCK AVE / CENTER ST,T,HM3TWN
2015-00067931,11/19/2015 03:04:00 AM,SHATTUCK AVE / CENTER ST,T,OM3TWN
2015-00075849,12/30/2015 11:23:00 PM,SHATTUCK AVE / CHANNING WAY,T,AM4TWN
2015-00072999,12/15/2015 08:09:00 PM,SHATTUCK AVE / CHANNING WAY,T,M
2015-00066449,11/11/2015 01:11:00 PM,SHATTUCK AVE / DELAWARE ST,1194,BF4TWN
2015-00069078,11/25/2015 02:40:00 AM,SHATTUCK AVE / DELAWARE ST,T,WM4TCN
2015-00075465,12/28/2015 09:13:00 PM,SHATTUCK AVE / DWIGHT WAY,T,WM4TWN
2015-00075249,12/27/2015 09:19:00 PM,SHATTUCK AVE / DWIGHT WAY,T,BF2TWN
2015-00073545,12/18/2015 12:26:00 AM,SHATTUCK AVE / DWIGHT WAY,T,OM2TWN
2015-00072067,12/11/2015 12:52:00 AM,SHATTUCK AVE / DWIGHT WAY,T,WM2TWN
2015-00065985,11/09/2015 02:12:00 AM,SHATTUCK AVE / DWIGHT WAY,T,WF2TWN
2015-00074922,12/25/2015 08:20:00 PM,SHATTUCK AVE / ESSEX ST,T,HF4TWN
2015-00072651,12/14/2015 06:51:00 AM,SHATTUCK AVE / FRANCISCO ST,T,BM4TWN
2015-00065819,11/08/2015 01:49:00 AM,SHATTUCK AVE / HASTE ST,1194B,BM2TWN
2015-00073050,12/16/2015 12:48:00 AM,SHATTUCK AVE / HASTE ST,1196,WM2TWN
2015-00072006,12/10/2015 05:27:00 PM,SHATTUCK AVE / HASTE ST,T,AF4TCN
2015-00068021,11/19/2015 01:31:00 PM,SHATTUCK AVE / HASTE ST,T,WF4TCN
2015-00066149,11/09/2015 09:42:00 PM,SHATTUCK AVE / HASTE ST,T,HM4TCN
2015-00064878,11/03/2015 01:51:00 PM,SHATTUCK AVE / HASTE ST,T,HF4TCN
2015-00064839,11/03/2015 10:48:00 AM,SHATTUCK AVE / HASTE ST,T,BM2KCN
2015-00075484,12/28/2015 10:44:00 PM,SHATTUCK AVE / HEARST AVE,T,WM3TCN
2015-00071013,12/05/2015 05:43:00 PM,SHATTUCK AVE / KITTREDGE ST,1194,WM4RWN
2015-00070065,11/30/2015 11:44:00 PM,SHATTUCK AVE / KITTREDGE ST,1194,P
2015-00071741,12/09/2015 12:49:00 PM,SHATTUCK AVE / KITTREDGE ST,T,WF2TCN
2015-00066450,11/11/2015 01:13:00 PM,SHATTUCK AVE / KITTREDGE ST,T,M
2015-00069994,11/30/2015 04:21:00 PM,SHATTUCK AVE / PARKER ST,T,WM3TCN
2015-00066146,11/09/2015 09:26:00 PM,SHATTUCK AVE / ROSE ST,1194,AR
2015-00070202,12/01/2015 05:01:00 PM,SHATTUCK AVE / ROSE ST,1196,"M, P"
2015-00072633,12/13/2015 11:51:00 PM,SHATTUCK AVE / RUSSELL ST,T,WM3TWN
2015-00069989,11/30/2015 04:05:00 PM,SHATTUCK AVE / RUSSELL ST,T,OM2TCN
2015-00067489,11/16/2015 11:46:00 PM,SHATTUCK AVE / RUSSELL ST,T,HF2TWN
2015-00073953,12/19/2015 10:50:00 PM,SHATTUCK AVE / STUART ST,T,WF4TWN
2015-00070582,12/03/2015 03:43:00 PM,SHATTUCK AVE / STUART ST,T,WF4TCN
2015-00065528,11/06/2015 07:24:00 PM,SHATTUCK AVE / STUART ST,T,AM1TWS
2015-00065041,11/04/2015 09:55:00 AM,SHATTUCK AVE / STUART ST,T,WF4TCN
2015-00074957,12/26/2015 12:19:00 AM,SHATTUCK AVE / UNIVERSITY AVE,1194,BM3IWS
2015-00073166,12/16/2015 01:04:00 PM,SHATTUCK AVE / UNIVERSITY AVE,1194B,BM2TCN
2015-00075652,12/29/2015 10:39:00 PM,SHATTUCK AVE / UNIVERSITY AVE,T,AM4TCN
2015-00065186,11/04/2015 11:45:00 PM,SHATTUCK AVE / VINE ST,T,WM3TCN
2015-00073759,12/19/2015 12:51:00 AM,SHATTUCK AVE / VIRGINIA ST,T,WF2TWN
2015-00065990,11/09/2015 02:26:00 AM,SHATTUCK AVE/WARD ST,T,BM4TWN
2015-00065942,11/08/2015 08:12:00 PM,SIXTH ST / ADDISON ST,1194B,P
2015-00069744,11/29/2015 12:45:00 AM,SIXTH ST / ALLSTON WAY,1196,WM2TWN
2015-00075303,12/28/2015 08:56:00 AM,SIXTH ST / ALLSTON WAY,T,WM4TCN
2015-00074440,12/22/2015 05:26:00 PM,SIXTH ST / ALLSTON WAY,T,HM2TWN
2015-00071312,12/07/2015 01:04:00 PM,SIXTH ST / ALLSTON WAY,T,HM4WWN
2015-00071036,12/05/2015 07:51:00 PM,SIXTH ST / ALLSTON WAY,T,WF4TWN
2015-00067832,11/18/2015 03:36:00 PM,SIXTH ST / ALLSTON WAY,T,WM4TWN
2015-00070868,12/04/2015 10:51:00 PM,SIXTH ST / BANCROFT WAY,T,OF2TWN
2015-00072632,12/13/2015 11:47:00 PM,SIXTH ST / CHANNING WAY,T,BM2TWS
2015-00069886,11/29/2015 11:02:00 PM,SIXTH ST / CHANNING WAY,T,WM4TWN
2015-00069108,11/25/2015 08:37:00 AM,SIXTH ST / CHANNING WAY,T,BF3TWN
2015-00074151,12/21/2015 01:40:00 AM,SIXTH ST / DELAWARE ST,T,BF2TWN
2015-00065584,11/06/2015 11:27:00 PM,SIXTH ST / GILMAN ST,T,HM4TWN
2015-00073787,12/19/2015 03:22:00 AM,SIXTH ST / HEARST AVE,1194B,"BM4KAS, P"
2015-00072167,12/11/2015 02:06:00 PM,SIXTH ST / HEARST AVE,T,AF4TWN
2015-00070042,11/30/2015 09:31:00 PM,SIXTH ST / HEARST AVE,T,HM3TWN
2015-00069846,11/29/2015 07:08:00 PM,SIXTH ST / HEARST AVE,T,HF2TCN
2015-00068511,11/21/2015 11:15:00 PM,SIXTH ST / HEARST AVE,T,BM2TWN
2015-00073032,12/15/2015 11:01:00 PM,SIXTH ST / UNIVERSITY AVE,1194,WM3RWN
2015-00066556,11/11/2015 11:20:00 PM,SIXTH ST / UNIVERSITY AVE,1194,"BM2RCS, M"
2015-00073036,12/15/2015 11:11:00 PM,SIXTH ST / UNIVERSITY AVE,1196,BF3RWN
2015-00072065,12/10/2015 11:58:00 PM,SIXTH ST / UNIVERSITY AVE,1196,M
2015-00075715,12/30/2015 10:29:00 AM,SIXTH ST / UNIVERSITY AVE,T,WM4TCN
2015-00075658,12/29/2015 11:08:00 PM,SIXTH ST / UNIVERSITY AVE,T,"AR, WM2TWS, HM2TAS, M"
2015-00074960,12/26/2015 12:59:00 AM,SIXTH ST / UNIVERSITY AVE,T,WM3TWN
2015-00073046,12/16/2015 12:31:00 AM,SIXTH ST / UNIVERSITY AVE,T,HM2TWS
2015-00068875,11/24/2015 01:35:00 AM,SIXTH ST / UNIVERSITY AVE,T,WM4TWN
2015-00067831,11/18/2015 03:33:00 PM,SIXTH ST / UNIVERSITY AVE,T,BM4TWN
2015-00065594,11/07/2015 12:03:00 AM,SIXTH ST / UNIVERSITY AVE,T,BM4TWN
2015-00065554,11/06/2015 09:05:00 PM,SIXTH ST / UNIVERSITY AVE,T,"BM4TWN, M"
